index,binding,receptor
16,16.82991,Binding FcγRIIIa 158V
16,16.09997,Binding FcγRIIIa 158V
17,26.87904,Binding FcγRIIIa 158V
17,24.02597,Binding FcγRIIIa 158V
17,23.75853,Binding FcγRIIIa 158V
18,33.90617,Binding FcγRIIIa 158V
18,29.729,Binding FcγRIIIa 158V
18,30.63782,Binding FcγRIIIa 158V
19,13.28665,Binding FcγRIIIa 158V
19,15.96366,Binding FcγRIIIa 158V
19,28.50117,Binding FcγRIIIa 158V
19,29.30577,Binding FcγRIIIa 158V
19,16.95621,Binding FcγRIIIa 158V
19,18.61118,Binding FcγRIIIa 158V
19,18.73395,Binding FcγRIIIa 158V
19,29.67876,Binding FcγRIIIa 158V
19,31.00998,Binding FcγRIIIa 158V
19,42.82603,Binding FcγRIIIa 158V
20,9.829262,Binding FcγRIIIa 158V
20,20.82154,Binding FcγRIIIa 158V
20,21.95585,Binding FcγRIIIa 158V
20,16.0522,Binding FcγRIIIa 158V
20,15.79644,Binding FcγRIIIa 158V
20,15.40531,Binding FcγRIIIa 158V
1,2.105424,Binding Fc-FcγRIIIb NA1
1,2.180977,Binding Fc-FcγRIIIb NA1
1,2.331709,Binding Fc-FcγRIIIb NA1
1,1.435449,Binding Fc-FcγRIIIb NA1
2,0.872594,Binding Fc-FcγRIIIb NA1
2,1.170972,Binding Fc-FcγRIIIb NA1
3,2.43558,Binding Fc-FcγRIIIb NA1
3,0.664272,Binding Fc-FcγRIIIb NA1
3,1.180737,Binding Fc-FcγRIIIb NA1
3,1.709383,Binding Fc-FcγRIIIb NA1
4,1.488318,Binding Fc-FcγRIIIb NA1
4,4.185457,Binding Fc-FcγRIIIb NA1
4,4.167916,Binding Fc-FcγRIIIb NA1
4,3.139363,Binding Fc-FcγRIIIb NA1
4,2.947123,Binding Fc-FcγRIIIb NA1
4,1.147725,Binding Fc-FcγRIIIb NA1
5,0.74897,Binding Fc-FcγRIIIb NA1
5,0.475807,Binding Fc-FcγRIIIb NA1
5,0.861134,Binding Fc-FcγRIIIb NA1
5,1.394117,Binding Fc-FcγRIIIb NA1
6,1.061259,Binding Fc-FcγRIIIb NA1
6,2.019979,Binding Fc-FcγRIIIb NA1
6,1.351513,Binding Fc-FcγRIIIb NA1
6,4.313463,Binding Fc-FcγRIIIb NA1
6,7.877536,Binding Fc-FcγRIIIb NA1
6,1.774538,Binding Fc-FcγRIIIb NA1
7,1.309806,Binding Fc-FcγRIIIb NA1
7,1.986133,Binding Fc-FcγRIIIb NA1
7,1.055603,Binding Fc-FcγRIIIb NA1
7,1.678598,Binding Fc-FcγRIIIb NA1
8,1.953816,Binding Fc-FcγRIIIb NA1
8,2.110118,Binding Fc-FcγRIIIb NA1
8,4.090269,Binding Fc-FcγRIIIb NA1
8,1.121363,Binding Fc-FcγRIIIb NA1
9,0.792318,Binding Fc-FcγRIIIb NA1
9,0.993651,Binding Fc-FcγRIIIb NA1
9,2.211341,Binding Fc-FcγRIIIb NA1
9,1.605125,Binding Fc-FcγRIIIb NA1
10,0.566374,Binding Fc-FcγRIIIb NA1
10,0.691762,Binding Fc-FcγRIIIb NA1
10,0.485588,Binding Fc-FcγRIIIb NA1
10,1.12941,Binding Fc-FcγRIIIb NA1
11,15.70782,Binding Fc-FcγRIIIb NA1
11,12.36409,Binding Fc-FcγRIIIb NA1
11,9.697834,Binding Fc-FcγRIIIb NA1
11,4.895061,Binding Fc-FcγRIIIb NA1
12,14.12014,Binding Fc-FcγRIIIb NA1
12,14.04844,Binding Fc-FcγRIIIb NA1
12,19.11358,Binding Fc-FcγRIIIb NA1
13,14.64058,Binding Fc-FcγRIIIb NA1
13,11.15137,Binding Fc-FcγRIIIb NA1
13,11.57028,Binding Fc-FcγRIIIb NA1
14,11.90239,Binding Fc-FcγRIIIb NA1
14,11.74811,Binding Fc-FcγRIIIb NA1
14,14.34203,Binding Fc-FcγRIIIb NA1
14,8.531639,Binding Fc-FcγRIIIb NA1
14,7.309658,Binding Fc-FcγRIIIb NA1
15,11.48778,Binding Fc-FcγRIIIb NA1
15,9.495535,Binding Fc-FcγRIIIb NA1
15,11.52108,Binding Fc-FcγRIIIb NA1
15,8.811356,Binding Fc-FcγRIIIb NA1
16,12.50837,Binding Fc-FcγRIIIb NA1
16,13.48548,Binding Fc-FcγRIIIb NA1
17,18.74715,Binding Fc-FcγRIIIb NA1
17,20.17513,Binding Fc-FcγRIIIb NA1
18,15.56906,Binding Fc-FcγRIIIb NA1
18,15.6146,Binding Fc-FcγRIIIb NA1
18,12.93682,Binding Fc-FcγRIIIb NA1
18,12.24185,Binding Fc-FcγRIIIb NA1
19,11.05273,Binding Fc-FcγRIIIb NA1
19,8.247408,Binding Fc-FcγRIIIb NA1
19,10.41518,Binding Fc-FcγRIIIb NA1
19,7.302342,Binding Fc-FcγRIIIb NA1
19,5.686327,Binding Fc-FcγRIIIb NA1
20,9.132769,Binding Fc-FcγRIIIb NA1
20,11.3259,Binding Fc-FcγRIIIb NA1
20,7.483456,Binding Fc-FcγRIIIb NA1
1,1.640886,Binding Fc-FcγRIIIb NA2
1,1.499139,Binding Fc-FcγRIIIb NA2
1,1.966164,Binding Fc-FcγRIIIb NA2
1,2.376084,Binding Fc-FcγRIIIb NA2
1,2.732456,Binding Fc-FcγRIIIb NA2
1,3.392851,Binding Fc-FcγRIIIb NA2
1,2.985204,Binding Fc-FcγRIIIb NA2
2,0.981715,Binding Fc-FcγRIIIb NA2
2,0.969224,Binding Fc-FcγRIIIb NA2
2,1.053052,Binding Fc-FcγRIIIb NA2
3,0.892515,Binding Fc-FcγRIIIb NA2
3,1.077075,Binding Fc-FcγRIIIb NA2
3,1.747888,Binding Fc-FcγRIIIb NA2
3,1.341192,Binding Fc-FcγRIIIb NA2
3,5.148571,Binding Fc-FcγRIIIb NA2
3,3.052367,Binding Fc-FcγRIIIb NA2
3,2.42E-07,Binding Fc-FcγRIIIb NA2
4,1.164302,Binding Fc-FcγRIIIb NA2
4,0.975833,Binding Fc-FcγRIIIb NA2
4,3.274104,Binding Fc-FcγRIIIb NA2
4,5.817166,Binding Fc-FcγRIIIb NA2
4,6.466197,Binding Fc-FcγRIIIb NA2
4,5.486535,Binding Fc-FcγRIIIb NA2
4,3.970956,Binding Fc-FcγRIIIb NA2
4,3.376145,Binding Fc-FcγRIIIb NA2
4,0.634595,Binding Fc-FcγRIIIb NA2
4,0.491202,Binding Fc-FcγRIIIb NA2
4,0.500292,Binding Fc-FcγRIIIb NA2
5,1.404242,Binding Fc-FcγRIIIb NA2
5,1.569797,Binding Fc-FcγRIIIb NA2
5,1.645756,Binding Fc-FcγRIIIb NA2
5,1.27019,Binding Fc-FcγRIIIb NA2
5,2.199255,Binding Fc-FcγRIIIb NA2
5,3.409859,Binding Fc-FcγRIIIb NA2
5,2.612225,Binding Fc-FcγRIIIb NA2
6,1.539918,Binding Fc-FcγRIIIb NA2
6,5.19194,Binding Fc-FcγRIIIb NA2
6,2.545979,Binding Fc-FcγRIIIb NA2
6,2.548966,Binding Fc-FcγRIIIb NA2
6,2.116644,Binding Fc-FcγRIIIb NA2
6,5.026498,Binding Fc-FcγRIIIb NA2
6,5.138244,Binding Fc-FcγRIIIb NA2
6,2.622414,Binding Fc-FcγRIIIb NA2
7,1.701731,Binding Fc-FcγRIIIb NA2
7,1.853485,Binding Fc-FcγRIIIb NA2
7,2.15251,Binding Fc-FcγRIIIb NA2
7,2.138317,Binding Fc-FcγRIIIb NA2
7,2.403126,Binding Fc-FcγRIIIb NA2
7,4.042969,Binding Fc-FcγRIIIb NA2
7,3.699228,Binding Fc-FcγRIIIb NA2
8,3.349711,Binding Fc-FcγRIIIb NA2
8,1.345946,Binding Fc-FcγRIIIb NA2
8,3.392792,Binding Fc-FcγRIIIb NA2
8,2.759213,Binding Fc-FcγRIIIb NA2
8,4.46872,Binding Fc-FcγRIIIb NA2
8,2.33231,Binding Fc-FcγRIIIb NA2
9,0.735556,Binding Fc-FcγRIIIb NA2
9,0.767316,Binding Fc-FcγRIIIb NA2
9,1.444035,Binding Fc-FcγRIIIb NA2
9,1.037707,Binding Fc-FcγRIIIb NA2
9,1.515494,Binding Fc-FcγRIIIb NA2
9,2.120828,Binding Fc-FcγRIIIb NA2
9,3.696718,Binding Fc-FcγRIIIb NA2
9,0.859848,Binding Fc-FcγRIIIb NA2
9,1.41444,Binding Fc-FcγRIIIb NA2
10,0.72355,Binding Fc-FcγRIIIb NA2
10,1.76931,Binding Fc-FcγRIIIb NA2
10,1.141279,Binding Fc-FcγRIIIb NA2
10,1.545703,Binding Fc-FcγRIIIb NA2
10,1.529219,Binding Fc-FcγRIIIb NA2
10,2.010343,Binding Fc-FcγRIIIb NA2
11,15.02953,Binding Fc-FcγRIIIb NA2
11,11.39532,Binding Fc-FcγRIIIb NA2
11,13.34091,Binding Fc-FcγRIIIb NA2
11,10.80714,Binding Fc-FcγRIIIb NA2
11,12.18597,Binding Fc-FcγRIIIb NA2
11,6.71848,Binding Fc-FcγRIIIb NA2
12,10.55829,Binding Fc-FcγRIIIb NA2
12,13.1973,Binding Fc-FcγRIIIb NA2
12,16.01595,Binding Fc-FcγRIIIb NA2
12,13.47046,Binding Fc-FcγRIIIb NA2
13,10.35673,Binding Fc-FcγRIIIb NA2
13,13.81434,Binding Fc-FcγRIIIb NA2
13,12.43678,Binding Fc-FcγRIIIb NA2
13,10.86775,Binding Fc-FcγRIIIb NA2
13,13.02846,Binding Fc-FcγRIIIb NA2
13,12.87679,Binding Fc-FcγRIIIb NA2
13,12.66875,Binding Fc-FcγRIIIb NA2
13,10.80906,Binding Fc-FcγRIIIb NA2
14,13.13038,Binding Fc-FcγRIIIb NA2
14,9.238748,Binding Fc-FcγRIIIb NA2
14,13.99325,Binding Fc-FcγRIIIb NA2
14,11.91892,Binding Fc-FcγRIIIb NA2
14,15.82393,Binding Fc-FcγRIIIb NA2
14,10.11764,Binding Fc-FcγRIIIb NA2
14,10.21803,Binding Fc-FcγRIIIb NA2
15,9.038678,Binding Fc-FcγRIIIb NA2
15,11.21687,Binding Fc-FcγRIIIb NA2
15,13.53437,Binding Fc-FcγRIIIb NA2
15,12.77637,Binding Fc-FcγRIIIb NA2
16,10.64813,Binding Fc-FcγRIIIb NA2
16,10.64727,Binding Fc-FcγRIIIb NA2
16,9.970214,Binding Fc-FcγRIIIb NA2
17,16.64745,Binding Fc-FcγRIIIb NA2
17,16.52971,Binding Fc-FcγRIIIb NA2
17,18.14801,Binding Fc-FcγRIIIb NA2
18,21.27832,Binding Fc-FcγRIIIb NA2
18,31.12433,Binding Fc-FcγRIIIb NA2
18,16.53051,Binding Fc-FcγRIIIb NA2
18,28.2039,Binding Fc-FcγRIIIb NA2
18,18.70801,Binding Fc-FcγRIIIb NA2
18,17.77907,Binding Fc-FcγRIIIb NA2
18,15.95711,Binding Fc-FcγRIIIb NA2
18,12.92387,Binding Fc-FcγRIIIb NA2
18,13.07842,Binding Fc-FcγRIIIb NA2
19,18.6034,Binding Fc-FcγRIIIb NA2
19,11.64464,Binding Fc-FcγRIIIb NA2
19,16.25231,Binding Fc-FcγRIIIb NA2
19,12.97378,Binding Fc-FcγRIIIb NA2
19,9.493744,Binding Fc-FcγRIIIb NA2
19,12.16755,Binding Fc-FcγRIIIb NA2
19,16.40063,Binding Fc-FcγRIIIb NA2
19,9.951464,Binding Fc-FcγRIIIb NA2
19,8.44649,Binding Fc-FcγRIIIb NA2
20,7.639091,Binding Fc-FcγRIIIb NA2
20,7.579827,Binding Fc-FcγRIIIb NA2
20,11.24788,Binding Fc-FcγRIIIb NA2
20,9.826394,Binding Fc-FcγRIIIb NA2
1,70.20404,Complement Activation C1q
2,100,Complement Activation C1q
3,133.4204,Complement Activation C1q
4,160.0049,Complement Activation C1q
5,236.3024,Complement Activation C1q
6,62.5047,Complement Activation C1q
7,75.64502,Complement Activation C1q
8,117.8083,Complement Activation C1q
9,105.3691,Complement Activation C1q
10,210.1447,Complement Activation C1q
11,84.77568,Complement Activation C1q
12,89.43388,Complement Activation C1q
13,186.8208,Complement Activation C1q
14,150.4983,Complement Activation C1q
15,248.9343,Complement Activation C1q
16,70.93282,Complement Activation C1q
17,94.61245,Complement Activation C1q
18,134.819,Complement Activation C1q
19,125.0536,Complement Activation C1q
20,147.4294,Complement Activation C1q
1,65.91977,Complement Activation C1q
2,100,Complement Activation C1q
3,139.174,Complement Activation C1q
4,208.8926,Complement Activation C1q
5,193.7282,Complement Activation C1q
6,68.07973,Complement Activation C1q
7,144.6324,Complement Activation C1q
8,140.5126,Complement Activation C1q
9,144.5224,Complement Activation C1q
10,158.5006,Complement Activation C1q
11,89.47736,Complement Activation C1q
12,100.1454,Complement Activation C1q
13,160.7859,Complement Activation C1q
14,171.4521,Complement Activation C1q
15,205.8291,Complement Activation C1q
16,68.05104,Complement Activation C1q
17,112.1447,Complement Activation C1q
18,126.0749,Complement Activation C1q
19,152.4189,Complement Activation C1q
20,180.8096,Complement Activation C1q
1,58.33716,Complement Activation C1q
2,100,Complement Activation C1q
3,108.5302,Complement Activation C1q
4,119.7552,Complement Activation C1q
5,141.2849,Complement Activation C1q
6,59.25336,Complement Activation C1q
7,69.57222,Complement Activation C1q
8,91.79865,Complement Activation C1q
9,124.2281,Complement Activation C1q
10,122.7155,Complement Activation C1q
11,93.76017,Complement Activation C1q
12,95.28731,Complement Activation C1q
13,144.6858,Complement Activation C1q
14,142.0612,Complement Activation C1q
15,135.6535,Complement Activation C1q
16,82.31854,Complement Activation C1q
17,99.76239,Complement Activation C1q
18,109.8333,Complement Activation C1q
19,178.8006,Complement Activation C1q
20,140.7957,Complement Activation C1q
1,72.07599,Complement Activation C1q
2,100,Complement Activation C1q
3,155.7711,Complement Activation C1q
4,175.9521,Complement Activation C1q
5,252.2438,Complement Activation C1q
6,85.23368,Complement Activation C1q
7,100.2506,Complement Activation C1q
8,138.1137,Complement Activation C1q
9,162.261,Complement Activation C1q
10,160.3495,Complement Activation C1q
11,99.46343,Complement Activation C1q
12,105.7695,Complement Activation C1q
13,152.834,Complement Activation C1q
14,166.2986,Complement Activation C1q
15,181.551,Complement Activation C1q
16,81.6399,Complement Activation C1q
17,117.2601,Complement Activation C1q
18,105.9685,Complement Activation C1q
19,167.5975,Complement Activation C1q
20,159.9256,Complement Activation C1q
1,60.68874,Complement Activation C4
2,100,Complement Activation C4
3,111.0109,Complement Activation C4
4,118.2032,Complement Activation C4
5,128.1265,Complement Activation C4
6,60.65467,Complement Activation C4
7,78.8356,Complement Activation C4
8,108.0235,Complement Activation C4
9,94.78719,Complement Activation C4
10,116.2638,Complement Activation C4
11,68.96761,Complement Activation C4
12,85.52284,Complement Activation C4
13,109.9888,Complement Activation C4
14,114.8269,Complement Activation C4
15,140.5648,Complement Activation C4
16,67.9662,Complement Activation C4
17,79.09979,Complement Activation C4
18,100.1149,Complement Activation C4
19,88.39796,Complement Activation C4
20,104.0006,Complement Activation C4
1,78.27937,Complement Activation C4
2,100,Complement Activation C4
3,167.6128,Complement Activation C4
4,189.5185,Complement Activation C4
5,179.0302,Complement Activation C4
6,94.3011,Complement Activation C4
7,192.5964,Complement Activation C4
8,172.9526,Complement Activation C4
9,167.0167,Complement Activation C4
10,149.9628,Complement Activation C4
11,109.1425,Complement Activation C4
12,123.4163,Complement Activation C4
13,169.5265,Complement Activation C4
14,173.4138,Complement Activation C4
15,171.9133,Complement Activation C4
16,100.1555,Complement Activation C4
17,128.0692,Complement Activation C4
18,134.2453,Complement Activation C4
19,150.1959,Complement Activation C4
20,185.3561,Complement Activation C4
1,52.23211,Complement Activation C4
2,100,Complement Activation C4
3,121.3033,Complement Activation C4
4,127.5658,Complement Activation C4
5,145.5983,Complement Activation C4
6,70.16912,Complement Activation C4
7,90.34133,Complement Activation C4
8,107.4364,Complement Activation C4
9,126.773,Complement Activation C4
10,126.7466,Complement Activation C4
11,77.35557,Complement Activation C4
12,92.57627,Complement Activation C4
13,117.9159,Complement Activation C4
14,123.8837,Complement Activation C4
15,134.7383,Complement Activation C4
16,71.59799,Complement Activation C4
17,94.91975,Complement Activation C4
18,97.05794,Complement Activation C4
19,149.6685,Complement Activation C4
20,138.2172,Complement Activation C4
1,68.95555,Complement Activation C4
2,100,Complement Activation C4
3,133.1047,Complement Activation C4
4,141.5366,Complement Activation C4
5,193.5883,Complement Activation C4
6,85.23368,Complement Activation C4
7,101.8667,Complement Activation C4
8,127.0536,Complement Activation C4
9,133.5222,Complement Activation C4
10,130.7528,Complement Activation C4
11,89.64318,Complement Activation C4
12,99.76891,Complement Activation C4
13,119.1349,Complement Activation C4
14,124.903,Complement Activation C4
15,149.3764,Complement Activation C4
16,85.12842,Complement Activation C4
17,117.3093,Complement Activation C4
18,91.88426,Complement Activation C4
19,137.2756,Complement Activation C4
20,133.7328,Complement Activation C4
1,1.182898426,ADCC FcγRIIIA158F/F
1,-0.004870464,ADCC FcγRIIIA158F/F
1,2.050465504,ADCC FcγRIIIA158F/F
1,0.546615964,ADCC FcγRIIIA158F/F
2,1.014804963,ADCC FcγRIIIA158F/F
2,3.384473209,ADCC FcγRIIIA158F/F
2,0.222417873,ADCC FcγRIIIA158F/F
2,0.457698768,ADCC FcγRIIIA158F/F
3,0.451204816,ADCC FcγRIIIA158F/F
3,-0.181955554,ADCC FcγRIIIA158F/F
3,-0.025476275,ADCC FcγRIIIA158F/F
3,1.238721441,ADCC FcγRIIIA158F/F
4,1.074124721,ADCC FcγRIIIA158F/F
4,2.57422775,ADCC FcγRIIIA158F/F
4,-0.034467902,ADCC FcγRIIIA158F/F
4,0.200812993,ADCC FcγRIIIA158F/F
5,1.617618593,ADCC FcγRIIIA158F/F
5,2.248156404,ADCC FcγRIIIA158F/F
5,-0.123385098,ADCC FcγRIIIA158F/F
5,0.032844414,ADCC FcγRIIIA158F/F
6,0.738187563,ADCC FcγRIIIA158F/F
6,-0.212302294,ADCC FcγRIIIA158F/F
6,1.684930908,ADCC FcγRIIIA158F/F
6,0.418110635,ADCC FcγRIIIA158F/F
7,1.676938351,ADCC FcγRIIIA158F/F
7,2.939762346,ADCC FcγRIIIA158F/F
7,0.647272228,ADCC FcγRIIIA158F/F
7,1.277810039,ADCC FcγRIIIA158F/F
8,1.034161937,ADCC FcγRIIIA158F/F
8,0.243023684,ADCC FcγRIIIA158F/F
8,0.399502963,ADCC FcγRIIIA158F/F
8,1.979906212,ADCC FcγRIIIA158F/F
9,1.261949809,ADCC FcγRIIIA158F/F
9,-0.083796964,ADCC FcγRIIIA158F/F
9,2.445722421,ADCC FcγRIIIA158F/F
9,0.151359047,ADCC FcγRIIIA158F/F
10,-0.013237672,ADCC FcγRIIIA158F/F
10,2.83261213,ADCC FcγRIIIA158F/F
10,-0.016109998,ADCC FcγRIIIA158F/F
10,2.039225971,ADCC FcγRIIIA158F/F
11,19.1862578,ADCC FcγRIIIA158F/F
11,16.57756215,ADCC FcγRIIIA158F/F
11,17.76046057,ADCC FcγRIIIA158F/F
11,18.54972557,ADCC FcγRIIIA158F/F
12,21.54843302,ADCC FcγRIIIA158F/F
12,25.42007755,ADCC FcγRIIIA158F/F
12,20.28173763,ADCC FcγRIIIA158F/F
12,20.27986438,ADCC FcγRIIIA158F/F
13,27.70407558,ADCC FcγRIIIA158F/F
13,21.7738481,ADCC FcγRIIIA158F/F
13,31.41811688,ADCC FcγRIIIA158F/F
13,26.27827835,ADCC FcγRIIIA158F/F
14,31.56772755,ADCC FcγRIIIA158F/F
14,32.35686767,ADCC FcγRIIIA158F/F
14,23.18690719,ADCC FcγRIIIA158F/F
14,29.82572479,ADCC FcγRIIIA158F/F
15,21.51833605,ADCC FcγRIIIA158F/F
15,23.41432041,ADCC FcγRIIIA158F/F
15,28.3943078,ADCC FcγRIIIA158F/F
15,23.25459416,ADCC FcγRIIIA158F/F
16,21.82505042,ADCC FcγRIIIA158F/F
16,17.39642458,ADCC FcγRIIIA158F/F
16,21.6650744,ADCC FcγRIIIA158F/F
16,22.61181774,ADCC FcγRIIIA158F/F
17,31.53813012,ADCC FcγRIIIA158F/F
17,21.89236274,ADCC FcγRIIIA158F/F
17,26.71449712,ADCC FcγRIIIA158F/F
17,32.16766886,ADCC FcγRIIIA158F/F
18,32.0025726,ADCC FcγRIIIA158F/F
18,21.96167319,ADCC FcγRIIIA158F/F
18,26.94178546,ADCC FcγRIIIA158F/F
18,33.58072795,ADCC FcγRIIIA158F/F
19,32.14931095,ADCC FcγRIIIA158F/F
19,29.22440977,ADCC FcγRIIIA158F/F
19,25.98330305,ADCC FcγRIIIA158F/F
19,20.13350068,ADCC FcγRIIIA158F/F
20,23.20801254,ADCC FcγRIIIA158F/F
20,20.67699455,ADCC FcγRIIIA158F/F
20,16.645374,ADCC FcγRIIIA158F/F
20,23.83767616,ADCC FcγRIIIA158F/F
1,0.946745562,ADCC FcγRIIIA158V/V
1,-0.236686391,ADCC FcγRIIIA158V/V
1,2.130177515,ADCC FcγRIIIA158V/V
1,0.315581854,ADCC FcγRIIIA158V/V
2,0.710059172,ADCC FcγRIIIA158V/V
2,-0.236686391,ADCC FcγRIIIA158V/V
2,0.236686391,ADCC FcγRIIIA158V/V
2,0.867850099,ADCC FcγRIIIA158V/V
3,0.236686391,ADCC FcγRIIIA158V/V
3,0.157790927,ADCC FcγRIIIA158V/V
3,0.157790927,ADCC FcγRIIIA158V/V
3,0.473372781,ADCC FcγRIIIA158V/V
4,0.236686391,ADCC FcγRIIIA158V/V
4,-0.078895464,ADCC FcγRIIIA158V/V
4,0.157790927,ADCC FcγRIIIA158V/V
4,0.946745562,ADCC FcγRIIIA158V/V
5,0.394477318,ADCC FcγRIIIA158V/V
5,-0.157790927,ADCC FcγRIIIA158V/V
5,0.236686391,ADCC FcγRIIIA158V/V
5,0.788954635,ADCC FcγRIIIA158V/V
6,1.262327416,ADCC FcγRIIIA158V/V
6,2.287968442,ADCC FcγRIIIA158V/V
6,-0.157790927,ADCC FcγRIIIA158V/V
6,0.315581854,ADCC FcγRIIIA158V/V
7,2.051282051,ADCC FcγRIIIA158V/V
7,5.443786982,ADCC FcγRIIIA158V/V
7,2.998027613,ADCC FcγRIIIA158V/V
7,4.181459566,ADCC FcγRIIIA158V/V
8,2.209072978,ADCC FcγRIIIA158V/V
8,1.183431953,ADCC FcγRIIIA158V/V
8,1.57790927,ADCC FcγRIIIA158V/V
8,2.761341223,ADCC FcγRIIIA158V/V
9,1.34122288,ADCC FcγRIIIA158V/V
9,0.394477318,ADCC FcγRIIIA158V/V
9,2.366863905,ADCC FcγRIIIA158V/V
9,0.631163708,ADCC FcγRIIIA158V/V
10,0.946745562,ADCC FcγRIIIA158V/V
10,1.814595661,ADCC FcγRIIIA158V/V
10,-0.157790927,ADCC FcγRIIIA158V/V
10,0.394477318,ADCC FcγRIIIA158V/V
11,17.90927022,ADCC FcγRIIIA158V/V
11,17.5147929,ADCC FcγRIIIA158V/V
11,17.75147929,ADCC FcγRIIIA158V/V
11,18.85601578,ADCC FcγRIIIA158V/V
12,25.00986193,ADCC FcγRIIIA158V/V
12,19.09270217,ADCC FcγRIIIA158V/V
12,15.46351085,ADCC FcγRIIIA158V/V
12,25.56213018,ADCC FcγRIIIA158V/V
13,19.72386588,ADCC FcγRIIIA158V/V
13,29.34911243,ADCC FcγRIIIA158V/V
13,31.32149901,ADCC FcγRIIIA158V/V
13,20.98619329,ADCC FcγRIIIA158V/V
14,30.53254438,ADCC FcγRIIIA158V/V
14,27.21893491,ADCC FcγRIIIA158V/V
14,23.03747535,ADCC FcγRIIIA158V/V
14,18.77712032,ADCC FcγRIIIA158V/V
15,24.29980276,ADCC FcγRIIIA158V/V
15,20.1183432,ADCC FcγRIIIA158V/V
15,20.90729783,ADCC FcγRIIIA158V/V
15,23.27416174,ADCC FcγRIIIA158V/V
16,16.72583826,ADCC FcγRIIIA158V/V
16,26.11439842,ADCC FcγRIIIA158V/V
16,21.22287968,ADCC FcγRIIIA158V/V
16,16.88362919,ADCC FcγRIIIA158V/V
17,26.90335306,ADCC FcγRIIIA158V/V
17,20.98619329,ADCC FcγRIIIA158V/V
17,18.77712032,ADCC FcγRIIIA158V/V
17,28.24457594,ADCC FcγRIIIA158V/V
18,21.69625247,ADCC FcγRIIIA158V/V
18,33.68836292,ADCC FcγRIIIA158V/V
18,31.08481262,ADCC FcγRIIIA158V/V
18,21.69625247,ADCC FcγRIIIA158V/V
19,31.5581854,ADCC FcγRIIIA158V/V
19,17.19921105,ADCC FcγRIIIA158V/V
19,22.80078895,ADCC FcγRIIIA158V/V
19,28.3234714,ADCC FcγRIIIA158V/V
20,20.51282051,ADCC FcγRIIIA158V/V
20,22.09072978,ADCC FcγRIIIA158V/V
20,16.41025641,ADCC FcγRIIIA158V/V
20,19.40828402,ADCC FcγRIIIA158V/V
